Predicted Class,0,1,2,3,4,5,6,7,8,9
343.000,25.000,22.000,8.000,26.000,0.000,5.000,17.000,34.000,25.000
23.000,322.000,4.000,2.000,9.000,1.000,14.000,5.000,18.000,62.000
38.000,8.000,216.000,30.000,136.000,17.000,37.000,25.000,5.000,7.000
7.000,6.000,49.000,242.000,51.000,23.000,69.000,23.000,1.000,15.000
32.000,3.000,44.000,25.000,323.000,12.000,42.000,28.000,5.000,5.000
11.000,7.000,55.000,99.000,58.000,169.000,48.000,30.000,4.000,7.000
5.000,9.000,30.000,22.000,81.000,6.000,348.000,8.000,5.000,5.000
13.000,9.000,29.000,35.000,67.000,14.000,14.000,287.000,2.000,16.000
128.000,31.000,12.000,6.000,10.000,2.000,4.000,5.000,279.000,43.000
23.000,47.000,8.000,12.000,5.000,9.000,13.000,20.000,14.000,347.000
