Predicted Class,0,1,2,3,4,5,6,7,8,9
2960.000,83.000,164.000,67.000,99.000,52.000,60.000,86.000,204.000,211.000
84.000,3357.000,15.000,13.000,13.000,14.000,47.000,20.000,41.000,382.000
269.000,22.000,2007.000,211.000,490.000,332.000,434.000,189.000,44.000,50.000
53.000,28.000,169.000,1780.000,327.000,867.000,516.000,144.000,30.000,70.000
83.000,10.000,175.000,110.000,2781.000,123.000,368.000,318.000,12.000,23.000
19.000,11.000,113.000,438.000,244.000,2691.000,195.000,218.000,14.000,32.000
21.000,6.000,122.000,111.000,139.000,66.000,3480.000,23.000,15.000,37.000
21.000,18.000,64.000,95.000,308.000,227.000,52.000,3185.000,9.000,44.000
436.000,151.000,67.000,36.000,38.000,39.000,39.000,33.000,3000.000,158.000
94.000,246.000,22.000,30.000,30.000,28.000,59.000,71.000,30.000,3368.000
