Predicted Class,0,1,2,3,4,5,6,7,8,9
270.000,34.000,36.000,9.000,21.000,7.000,5.000,14.000,54.000,55.000
5.000,354.000,0.000,3.000,8.000,2.000,11.000,1.000,13.000,63.000
13.000,8.000,283.000,36.000,70.000,30.000,36.000,24.000,8.000,11.000
1.000,6.000,23.000,278.000,38.000,60.000,45.000,12.000,2.000,21.000
12.000,4.000,43.000,30.000,311.000,27.000,47.000,29.000,7.000,9.000
3.000,6.000,28.000,46.000,28.000,311.000,35.000,23.000,2.000,6.000
3.000,2.000,21.000,29.000,40.000,19.000,386.000,2.000,2.000,15.000
4.000,3.000,14.000,35.000,42.000,48.000,14.000,306.000,2.000,18.000
58.000,42.000,12.000,5.000,4.000,11.000,2.000,3.000,334.000,49.000
9.000,46.000,4.000,11.000,0.000,9.000,8.000,6.000,6.000,399.000
