Predicted Class,0,1,2,3,4,5,6,7,8,9
188.000,98.000,11.000,16.000,7.000,0.000,5.000,22.000,145.000,13.000
3.000,337.000,1.000,16.000,1.000,0.000,14.000,7.000,39.000,42.000
44.000,49.000,68.000,54.000,82.000,5.000,133.000,36.000,35.000,13.000
6.000,55.000,22.000,148.000,25.000,8.000,151.000,15.000,25.000,31.000
33.000,30.000,18.000,47.000,120.000,2.000,179.000,67.000,12.000,11.000
10.000,56.000,47.000,118.000,35.000,17.000,116.000,48.000,17.000,24.000
6.000,35.000,12.000,54.000,37.000,1.000,333.000,9.000,3.000,29.000
24.000,57.000,17.000,46.000,50.000,2.000,55.000,192.000,18.000,25.000
95.000,96.000,5.000,17.000,0.000,0.000,5.000,7.000,256.000,39.000
19.000,169.000,6.000,19.000,0.000,0.000,16.000,14.000,73.000,182.000
