Predicted Class,0,1,2,3,4,5,6,7,8,9
306.000,46.000,31.000,8.000,4.000,5.000,1.000,13.000,77.000,14.000
17.000,330.000,9.000,1.000,0.000,7.000,5.000,2.000,31.000,58.000
41.000,21.000,258.000,42.000,19.000,64.000,32.000,26.000,6.000,10.000
8.000,12.000,36.000,217.000,7.000,133.000,24.000,12.000,12.000,25.000
37.000,13.000,128.000,46.000,131.000,58.000,35.000,52.000,10.000,9.000
11.000,7.000,36.000,69.000,3.000,311.000,18.000,21.000,5.000,7.000
11.000,19.000,49.000,96.000,23.000,49.000,245.000,7.000,5.000,15.000
28.000,18.000,34.000,31.000,13.000,71.000,6.000,260.000,6.000,19.000
94.000,38.000,14.000,4.000,1.000,10.000,2.000,3.000,325.000,29.000
20.000,101.000,8.000,14.000,1.000,13.000,5.000,8.000,33.000,295.000
