Predicted Class,0,1,2,3,4,5,6,7,8,9
644.000,25.000,67.000,14.000,48.000,8.000,5.000,28.000,130.000,36.000
49.000,658.000,5.000,6.000,14.000,9.000,25.000,10.000,62.000,136.000
60.000,3.000,476.000,33.000,236.000,68.000,80.000,47.000,20.000,9.000
12.000,3.000,102.000,307.000,139.000,220.000,156.000,53.000,10.000,14.000
29.000,3.000,128.000,34.000,624.000,32.000,61.000,76.000,5.000,7.000
9.000,4.000,76.000,99.000,101.000,496.000,75.000,68.000,5.000,4.000
5.000,9.000,63.000,47.000,157.000,35.000,675.000,19.000,11.000,9.000
21.000,1.000,44.000,49.000,138.000,70.000,26.000,626.000,5.000,21.000
161.000,32.000,54.000,16.000,18.000,15.000,14.000,12.000,673.000,30.000
47.000,84.000,9.000,26.000,15.000,20.000,28.000,48.000,33.000,671.000
