Predicted Class,0,1,2,3,4,5,6,7,8,9
324.000,21.000,30.000,7.000,14.000,5.000,3.000,10.000,54.000,37.000
8.000,350.000,3.000,1.000,7.000,6.000,6.000,2.000,22.000,55.000
31.000,5.000,254.000,31.000,69.000,52.000,33.000,23.000,9.000,12.000
5.000,4.000,23.000,253.000,35.000,82.000,31.000,14.000,9.000,30.000
20.000,6.000,37.000,24.000,309.000,40.000,35.000,28.000,8.000,12.000
7.000,6.000,25.000,40.000,21.000,335.000,19.000,19.000,7.000,9.000
2.000,5.000,20.000,38.000,50.000,23.000,346.000,10.000,7.000,18.000
5.000,4.000,19.000,20.000,30.000,44.000,8.000,331.000,5.000,20.000
60.000,18.000,11.000,6.000,3.000,8.000,2.000,3.000,374.000,35.000
13.000,43.000,5.000,4.000,3.000,11.000,2.000,12.000,11.000,394.000
