Predicted Class,0,1,2,3,4,5,6,7,8,9
2636.000,194.000,136.000,54.000,132.000,45.000,24.000,106.000,400.000,259.000
60.000,3382.000,15.000,19.000,20.000,14.000,25.000,26.000,83.000,342.000
288.000,58.000,1665.000,318.000,722.000,295.000,285.000,228.000,88.000,101.000
86.000,56.000,171.000,1761.000,313.000,853.000,271.000,266.000,62.000,145.000
103.000,40.000,173.000,219.000,2575.000,161.000,198.000,447.000,38.000,49.000
34.000,34.000,148.000,612.000,314.000,2225.000,134.000,380.000,22.000,72.000
26.000,96.000,129.000,354.000,393.000,117.000,2689.000,78.000,37.000,101.000
31.000,30.000,68.000,160.000,329.000,274.000,35.000,2952.000,24.000,120.000
383.000,278.000,41.000,41.000,49.000,38.000,18.000,29.000,2930.000,190.000
91.000,714.000,19.000,55.000,31.000,38.000,26.000,104.000,90.000,2810.000
