=== Evaluation Results for input_shakespeare.txt ===

Block size used: 128
Final Perplexity: 908.55
Average Loss: 6.8119
Number of blocks evaluated: 8714

=== Loss Progression ===
Position,Loss
0,6.944302558898926
128,6.809832572937012
256,6.782658576965332
384,7.531778335571289
512,6.976067543029785
640,6.286769390106201
768,6.805475234985352
896,6.7802934646606445
1024,7.029687404632568
1152,6.512329578399658
1280,6.6251935958862305
1408,6.496066570281982
1536,6.4436445236206055
1664,6.75091028213501
1792,6.802554130554199
1920,6.704253196716309
2048,6.982271671295166
2176,6.939323425292969
2304,6.893605709075928
2432,7.129434585571289
2560,7.039583683013916
2688,6.386155605316162
2816,6.487961769104004
2944,6.946075439453125
3072,6.959036827087402
3200,6.6820597648620605
3328,7.038766860961914
3456,7.353475570678711
3584,6.675260066986084
3712,6.5581440925598145
3840,6.646896839141846
3968,6.269593715667725
4096,6.682326793670654
4224,6.606696605682373
4352,7.429061412811279
4480,6.624729156494141
4608,6.316067218780518
4736,6.62398099899292
4864,6.748409748077393
4992,6.905094623565674
5120,6.653668403625488
5248,6.757302284240723
5376,6.117298603057861
5504,7.216818809509277
5632,7.057015419006348
5760,6.500974178314209
5888,6.712150573730469
6016,6.969854354858398
6144,6.619592189788818
6272,6.549001216888428
6400,6.010964870452881
6528,6.818681240081787
6656,6.460704326629639
6784,6.80991268157959
6912,7.228945255279541
7040,6.277408123016357
7168,6.6844282150268555
7296,6.928586959838867
7424,6.6446661949157715
7552,5.911193370819092
7680,6.337454795837402
7808,6.206420421600342
7936,6.436925411224365
8064,6.700106620788574
8192,6.207379341125488
8320,7.127875804901123
8448,6.830385208129883
8576,6.584282398223877
8704,7.195938587188721
8832,6.902352809906006
8960,6.955750465393066
9088,6.662166595458984
9216,6.655519962310791
9344,6.143470287322998
9472,6.859083652496338
9600,6.887542247772217
9728,7.292382717132568
9856,6.898899555206299
9984,6.768219470977783
10112,7.047995090484619
10240,7.000558853149414
10368,6.9259867668151855
10496,6.037264823913574
10624,7.240187168121338
10752,6.849472999572754
10880,7.456111431121826
11008,6.256904602050781
11136,7.222091197967529
11264,8.102437973022461
11392,6.741007328033447
11520,7.568864822387695
11648,7.46793794631958
11776,7.028687477111816
11904,6.93784236907959
12032,7.171729564666748
12160,6.469871997833252
12288,7.24737024307251
12416,6.310708045959473
12544,6.744844913482666
12672,6.617367267608643
12800,6.991035461425781
12928,6.762454986572266
13056,6.4782938957214355
13184,6.344164848327637
13312,6.532583713531494
13440,6.28660249710083
13568,6.993263244628906
13696,6.749674320220947
13824,6.697673797607422
13952,6.529991149902344
14080,6.480217456817627
14208,6.390106678009033
14336,6.552626132965088
14464,7.574731349945068
14592,7.315558433532715
14720,6.2421722412109375
14848,6.568419456481934
14976,6.554843902587891
15104,6.484225749969482
15232,6.103363037109375
15360,6.876187801361084
15488,7.068131923675537
15616,6.316738605499268
15744,7.289344787597656
15872,6.876082420349121
16000,6.644875526428223
16128,6.258106231689453
16256,6.692931652069092
16384,7.323764801025391
16512,6.90725564956665
16640,7.299565315246582
16768,7.159236907958984
16896,6.676944732666016
17024,7.205661296844482
17152,7.203117847442627
17280,6.625894546508789
17408,7.46981143951416
17536,6.60796594619751
17664,8.37950611114502
17792,6.141561985015869
17920,7.896045684814453
18048,7.132967472076416
18176,6.613447189331055
18304,7.200758934020996
18432,6.838192939758301
18560,5.942138195037842
18688,6.953309535980225
18816,7.066867351531982
18944,7.413922309875488
19072,6.454975605010986
19200,6.312072277069092
19328,6.9150800704956055
19456,6.936318397521973
19584,7.183455467224121
19712,7.163023948669434
19840,7.344991683959961
19968,7.349982261657715
20096,6.930508136749268
20224,6.961709499359131
20352,6.475353240966797
20480,6.545547962188721
20608,6.662233352661133
20736,6.725297451019287
20864,7.947840690612793
20992,6.593669414520264
21120,5.975442886352539
21248,7.011941909790039
21376,6.5612568855285645
21504,6.439507961273193
21632,6.198268413543701
21760,6.237851142883301
21888,6.720603942871094
22016,6.858128547668457
22144,6.984445095062256
22272,6.87870454788208
22400,7.7214484214782715
22528,6.612498760223389
22656,6.895375728607178
22784,6.936758518218994
22912,6.411948204040527
23040,7.240255355834961
23168,5.892131805419922
23296,6.881892681121826
23424,6.056681156158447
23552,7.362265110015869
23680,6.236879348754883
23808,6.467640399932861
23936,7.449131488800049
24064,6.890698432922363
24192,6.764379501342773
24320,6.378983974456787
24448,6.49774694442749
24576,6.849401950836182
24704,6.579729080200195
24832,7.267212390899658
24960,6.943803310394287
25088,5.708795547485352
25216,6.887663841247559
25344,7.304845809936523
25472,7.426782131195068
25600,6.9663519859313965
25728,7.414673328399658
25856,6.8599138259887695
25984,6.119992733001709
26112,6.548964977264404
26240,6.9794206619262695
26368,6.285847187042236
26496,6.6826372146606445
26624,6.839468479156494
26752,7.595419406890869
26880,6.179365158081055
27008,6.299802303314209
27136,6.652623176574707
27264,6.31156063079834
27392,6.077152252197266
