Predicted Class,0,1,2,3,4,5,6,7,8,9
746.000,29.000,39.000,9.000,23.000,10.000,6.000,18.000,105.000,20.000
32.000,755.000,11.000,7.000,8.000,6.000,16.000,13.000,45.000,81.000
105.000,13.000,546.000,33.000,140.000,60.000,58.000,46.000,24.000,7.000
28.000,4.000,89.000,419.000,112.000,188.000,110.000,45.000,8.000,13.000
63.000,1.000,99.000,28.000,648.000,41.000,43.000,62.000,9.000,5.000
14.000,5.000,64.000,72.000,79.000,589.000,54.000,52.000,4.000,4.000
13.000,7.000,57.000,32.000,105.000,35.000,749.000,13.000,8.000,11.000
29.000,4.000,40.000,27.000,94.000,52.000,15.000,726.000,5.000,9.000
163.000,40.000,19.000,9.000,13.000,10.000,9.000,10.000,736.000,16.000
40.000,98.000,14.000,22.000,13.000,8.000,29.000,29.000,36.000,692.000
