Predicted Class,0,1,2,3,4,5,6,7,8,9
284.000,17.000,28.000,11.000,34.000,1.000,5.000,20.000,70.000,35.000
11.000,319.000,5.000,2.000,9.000,3.000,14.000,7.000,23.000,67.000
14.000,3.000,249.000,30.000,108.000,38.000,29.000,33.000,8.000,7.000
4.000,1.000,25.000,233.000,52.000,89.000,35.000,29.000,4.000,14.000
14.000,1.000,45.000,25.000,340.000,30.000,20.000,31.000,6.000,7.000
5.000,3.000,32.000,43.000,46.000,305.000,17.000,32.000,2.000,3.000
2.000,2.000,24.000,41.000,73.000,25.000,320.000,19.000,4.000,9.000
4.000,2.000,18.000,21.000,51.000,33.000,10.000,332.000,1.000,14.000
43.000,18.000,13.000,7.000,7.000,6.000,3.000,7.000,377.000,39.000
10.000,36.000,8.000,13.000,5.000,7.000,12.000,26.000,13.000,368.000
